CodigoArticulo,LLAVE,VALUE
AB000019,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000019,Region        ,Norte
AB000019,Departamento  ,Chiquimula
AB000019,CodigoPlanta  ,P3
AB000019,NombrePlanta  ,Planta 3
AB000019,Region_1      ,Norte
AB000019,Departamento_1,El Progreso
AB000019,cantidad      ,11.0
AB000019,precio        ,5700.0
AB000019,costo         ,5358.0
AB000019,fecha         ,Tue Apr 01 00:00:00 CST 2014
AB000019,Descripcion   ,Caminadora
AB000019,Linea         ,Deporte
AB000019,CostoPromedio ,3800.0
AB000019,CodigoCliente ,H455964
AB000019,NombreCliente ,Bruno Burks
AB000019,CodigoTienda  ,T7
AB000019,NombreTienda  ,Tienda 43
AB000019,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000019,Region        ,Norte
AB000019,Departamento  ,Chiquimula
AB000019,CodigoPlanta  ,P2
AB000019,NombrePlanta  ,Planta 2
AB000019,Region_1      ,Norte
AB000019,Departamento_1,Escuintla
AB000019,cantidad      ,23.0
AB000019,precio        ,5700.0
AB000019,costo         ,3135.0
AB000019,fecha         ,Sun Jun 01 00:00:00 CST 2014
AB000019,Descripcion   ,Caminadora
AB000019,Linea         ,Deporte
AB000019,CostoPromedio ,3800.0
AB000019,CodigoCliente ,U961913
AB000019,NombreCliente ,Nita Mcdowell
AB000019,CodigoTienda  ,T24
AB000019,NombreTienda  ,Tienda 42
AB000019,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000019,Region        ,Norte
AB000019,Departamento  ,Jalapa
AB000019,CodigoPlanta  ,P2
AB000019,NombrePlanta  ,Planta 2
AB000019,Region_1      ,Norte
AB000019,Departamento_1,Escuintla
AB000019,cantidad      ,5.0
AB000019,precio        ,5700.0
AB000019,costo         ,3819.0
AB000019,fecha         ,Thu Oct 01 00:00:00 CST 2015
AB000019,Descripcion   ,Caminadora
AB000019,Linea         ,Deporte
AB000019,CostoPromedio ,3800.0
AB000019,CodigoCliente ,Y119131
AB000019,NombreCliente ,Nadine Kelly
AB000019,CodigoTienda  ,T1
AB000019,NombreTienda  ,Tienda 5
AB000019,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000019,Region        ,Norte
AB000019,Departamento  ,Baja Verapaz
AB000019,CodigoPlanta  ,P6
AB000019,NombrePlanta  ,Planta 6
AB000019,Region_1      ,Occidente
AB000019,Departamento_1,Quetzaltenango
AB000019,cantidad      ,23.0
AB000019,precio        ,5700.0
AB000019,costo         ,5529.0
AB000019,fecha         ,Mon Jun 01 00:00:00 CST 2009
AB000019,Descripcion   ,Caminadora
AB000019,Linea         ,Deporte
AB000019,CostoPromedio ,3800.0
AB000019,CodigoCliente ,XD49865
AB000019,NombreCliente ,Suspendisse Aliquet Limited
AB000019,CodigoTienda  ,T20
AB000019,NombreTienda  ,Tienda 42
AB000019,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000019,Region        ,Norte
AB000019,Departamento  ,Jalapa
AB000019,CodigoPlanta  ,P8
AB000019,NombrePlanta  ,Planta 8
AB000019,Region_1      ,Sur
AB000019,Departamento_1,San Marcos
AB000019,cantidad      ,22.0
AB000019,precio        ,5700.0
AB000019,costo         ,5244.0
AB000019,fecha         ,Sun Nov 01 00:00:00 CST 2015
AB000020,Descripcion   ,Eliptica
AB000020,Linea         ,Deporte
AB000020,CostoPromedio ,2500.0
AB000020,CodigoCliente ,K748936
AB000020,NombreCliente ,Hector Foreman
AB000020,CodigoTienda  ,T23
AB000020,NombreTienda  ,Tienda 42
AB000020,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000020,Region        ,Norte
AB000020,Departamento  ,Jalapa
AB000020,CodigoPlanta  ,P9
AB000020,NombrePlanta  ,Planta 9
AB000020,Region_1      ,Norte
AB000020,Departamento_1,Izabal
AB000020,cantidad      ,24.0
AB000020,precio        ,3750.0
AB000020,costo         ,2962.5
AB000020,fecha         ,Sun May 01 00:00:00 CST 2016
AB000020,Descripcion   ,Eliptica
AB000020,Linea         ,Deporte
AB000020,CostoPromedio ,2500.0
AB000020,CodigoCliente ,A678591
AB000020,NombreCliente ,Moana Frazier
AB000020,CodigoTienda  ,T22
AB000020,NombreTienda  ,Tienda 42
AB000020,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000020,Region        ,Norte
AB000020,Departamento  ,Jalapa
AB000020,CodigoPlanta  ,P8
AB000020,NombrePlanta  ,Planta 8
AB000020,Region_1      ,Sur
AB000020,Departamento_1,San Marcos
AB000020,cantidad      ,21.0
AB000020,precio        ,3750.0
AB000020,costo         ,1987.5
AB000020,fecha         ,Mon Dec 01 00:00:00 CST 2014
AB000021,Descripcion   ,Pelota medicinal
AB000021,Linea         ,Deporte
AB000021,CostoPromedio ,150.0
AB000021,CodigoCliente ,F888291
AB000021,NombreCliente ,Wesley Oneill
AB000021,CodigoTienda  ,T35
AB000021,NombreTienda  ,Tienda 43
AB000021,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000021,Region        ,Norte
AB000021,Departamento  ,Chiquimula
AB000021,CodigoPlanta  ,P10
AB000021,NombrePlanta  ,Planta 1
AB000021,Region_1      ,Norte
AB000021,Departamento_1,Guatemala
AB000021,cantidad      ,9.0
AB000021,precio        ,225.0
AB000021,costo         ,162.0
AB000021,fecha         ,Tue Mar 01 00:00:00 CST 2016
AB000021,Descripcion   ,Pelota medicinal
AB000021,Linea         ,Deporte
AB000021,CostoPromedio ,150.0
AB000021,CodigoCliente ,B423618
AB000021,NombreCliente ,Tanek Green
AB000021,CodigoTienda  ,T30
AB000021,NombreTienda  ,Tienda 43
AB000021,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000021,Region        ,Norte
AB000021,Departamento  ,Chiquimula
AB000021,CodigoPlanta  ,P1
AB000021,NombrePlanta  ,Planta 1
AB000021,Region_1      ,Norte
AB000021,Departamento_1,Guatemala
AB000021,cantidad      ,7.0
AB000021,precio        ,225.0
AB000021,costo         ,168.75
AB000021,fecha         ,Tue Apr 01 00:00:00 CST 2008
AB000021,Descripcion   ,Pelota medicinal
AB000021,Linea         ,Deporte
AB000021,CostoPromedio ,150.0
AB000021,CodigoCliente ,SN68257
AB000021,NombreCliente ,Eu Foundation
AB000021,CodigoTienda  ,T37
AB000021,NombreTienda  ,Tienda 43
AB000021,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000021,Region        ,Norte
AB000021,Departamento  ,Chiquimula
AB000021,CodigoPlanta  ,P2
AB000021,NombrePlanta  ,Planta 2
AB000021,Region_1      ,Norte
AB000021,Departamento_1,Escuintla
AB000021,cantidad      ,8.0
AB000021,precio        ,225.0
AB000021,costo         ,139.5
AB000021,fecha         ,Thu Sep 01 00:00:00 CST 2016
AB000021,Descripcion   ,Pelota medicinal
AB000021,Linea         ,Deporte
AB000021,CostoPromedio ,150.0
AB000021,CodigoCliente ,FU49931
AB000021,NombreCliente ,Nam Tempor Company
AB000021,CodigoTienda  ,T43
AB000021,NombreTienda  ,Tienda 43
AB000021,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000021,Region        ,Norte
AB000021,Departamento  ,Chiquimula
AB000021,CodigoPlanta  ,P4
AB000021,NombrePlanta  ,Planta 4
AB000021,Region_1      ,Sur
AB000021,Departamento_1,Zacapa
AB000021,cantidad      ,24.0
AB000021,precio        ,225.0
AB000021,costo         ,159.75
AB000021,fecha         ,Sat Nov 01 00:00:00 CST 2014
AB000022,Descripcion   ,Mat de yoga
AB000022,Linea         ,Deporte
AB000022,CostoPromedio ,75.0
AB000022,CodigoCliente ,JM48674
AB000022,NombreCliente ,Ante LLC
AB000022,CodigoTienda  ,T24
AB000022,NombreTienda  ,Tienda 42
AB000022,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000022,Region        ,Norte
AB000022,Departamento  ,Jalapa
AB000022,CodigoPlanta  ,P8
AB000022,NombrePlanta  ,Planta 8
AB000022,Region_1      ,Sur
AB000022,Departamento_1,San Marcos
AB000022,cantidad      ,13.0
AB000022,precio        ,112.5
AB000022,costo         ,101.25
AB000022,fecha         ,Thu Jun 01 00:00:00 CST 2006
AB000023,Descripcion   ,Bicicleta estacionaria
AB000023,Linea         ,Deporte
AB000023,CostoPromedio ,1575.0
AB000023,CodigoCliente ,JY64559
AB000023,NombreCliente ,Orci PC
AB000023,CodigoTienda  ,T1
AB000023,NombreTienda  ,Tienda 5
AB000023,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000023,Region        ,Norte
AB000023,Departamento  ,Baja Verapaz
AB000023,CodigoPlanta  ,P6
AB000023,NombrePlanta  ,Planta 6
AB000023,Region_1      ,Occidente
AB000023,Departamento_1,Quetzaltenango
AB000023,cantidad      ,21.0
AB000023,precio        ,2362.5
AB000023,costo         ,1346.625
AB000023,fecha         ,Thu Apr 01 00:00:00 CST 2010
AB000024,Descripcion   ,Remadora
AB000024,Linea         ,Deporte
AB000024,CostoPromedio ,1350.0
AB000024,CodigoCliente ,BF51423
AB000024,NombreCliente ,Tincidunt Tempus Foundation
AB000024,CodigoTienda  ,T30
AB000024,NombreTienda  ,Tienda 43
AB000024,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000024,Region        ,Norte
AB000024,Departamento  ,Chiquimula
AB000024,CodigoPlanta  ,P5
AB000024,NombrePlanta  ,Planta 5
AB000024,Region_1      ,Norte
AB000024,Departamento_1,Petén
AB000024,cantidad      ,7.0
AB000024,precio        ,2025.0
AB000024,costo         ,1154.25
AB000024,fecha         ,Tue Dec 01 00:00:00 CST 2015
AB000027,Descripcion   ,Pelota de baseball
AB000027,Linea         ,Deporte
AB000027,CostoPromedio ,140.0
AB000027,CodigoCliente ,Z299451
AB000027,NombreCliente ,Phelan Gross
AB000027,CodigoTienda  ,T2
AB000027,NombreTienda  ,Tienda 22
AB000027,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000027,Region        ,Norte
AB000027,Departamento  ,Baja Verapaz
AB000027,CodigoPlanta  ,P10
AB000027,NombrePlanta  ,Planta 1
AB000027,Region_1      ,Norte
AB000027,Departamento_1,Guatemala
AB000027,cantidad      ,2.0
AB000027,precio        ,210.0
AB000027,costo         ,174.3
AB000027,fecha         ,Thu Jul 01 00:00:00 CST 2010
AB000027,Descripcion   ,Pelota de baseball
AB000027,Linea         ,Deporte
AB000027,CostoPromedio ,140.0
AB000027,CodigoCliente ,J232613
AB000027,NombreCliente ,Lucas Norton
AB000027,CodigoTienda  ,T23
AB000027,NombreTienda  ,Tienda 42
AB000027,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000027,Region        ,Norte
AB000027,Departamento  ,Jalapa
AB000027,CodigoPlanta  ,P1
AB000027,NombrePlanta  ,Planta 1
AB000027,Region_1      ,Norte
AB000027,Departamento_1,Guatemala
AB000027,cantidad      ,6.0
AB000027,precio        ,210.0
AB000027,costo         ,180.6
AB000027,fecha         ,Sun Mar 01 00:00:00 CST 2009
AB000028,Descripcion   ,Bate de baseball
AB000028,Linea         ,Deporte
AB000028,CostoPromedio ,180.0
AB000028,CodigoCliente ,E216444
AB000028,NombreCliente ,Gemma Barrett
AB000028,CodigoTienda  ,T19
AB000028,NombreTienda  ,Tienda 5
AB000028,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000028,Region        ,Norte
AB000028,Departamento  ,Baja Verapaz
AB000028,CodigoPlanta  ,P2
AB000028,NombrePlanta  ,Planta 2
AB000028,Region_1      ,Norte
AB000028,Departamento_1,Escuintla
AB000028,cantidad      ,1.0
AB000028,precio        ,270.0
AB000028,costo         ,261.9
AB000028,fecha         ,Thu Feb 01 00:00:00 CST 2007
AB000028,Descripcion   ,Bate de baseball
AB000028,Linea         ,Deporte
AB000028,CostoPromedio ,180.0
AB000028,CodigoCliente ,G687128
AB000028,NombreCliente ,Nita Wiley
AB000028,CodigoTienda  ,T33
AB000028,NombreTienda  ,Tienda 43
AB000028,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000028,Region        ,Norte
AB000028,Departamento  ,Chiquimula
AB000028,CodigoPlanta  ,P4
AB000028,NombrePlanta  ,Planta 4
AB000028,Region_1      ,Sur
AB000028,Departamento_1,Zacapa
AB000028,cantidad      ,19.0
AB000028,precio        ,270.0
AB000028,costo         ,199.8
AB000028,fecha         ,Sat Oct 01 00:00:00 CST 2016
AB000028,Descripcion   ,Bate de baseball
AB000028,Linea         ,Deporte
AB000028,CostoPromedio ,180.0
AB000028,CodigoCliente ,P111553
AB000028,NombreCliente ,Graiden Charles
AB000028,CodigoTienda  ,T32
AB000028,NombreTienda  ,Tienda 43
AB000028,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000028,Region        ,Norte
AB000028,Departamento  ,Chiquimula
AB000028,CodigoPlanta  ,P10
AB000028,NombrePlanta  ,Planta 1
AB000028,Region_1      ,Norte
AB000028,Departamento_1,Guatemala
AB000028,cantidad      ,18.0
AB000028,precio        ,270.0
AB000028,costo         ,172.8
AB000028,fecha         ,Thu May 01 00:00:00 CST 2008
AB000029,Descripcion   ,Estufa
AB000029,Linea         ,Electrodomesticos
AB000029,CostoPromedio ,2399.0
AB000029,CodigoCliente ,BY33729
AB000029,NombreCliente ,Lacus Limited
AB000029,CodigoTienda  ,T31
AB000029,NombreTienda  ,Tienda 43
AB000029,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000029,Region        ,Norte
AB000029,Departamento  ,Chiquimula
AB000029,CodigoPlanta  ,P9
AB000029,NombrePlanta  ,Planta 9
AB000029,Region_1      ,Norte
AB000029,Departamento_1,Izabal
AB000029,cantidad      ,5.0
AB000029,precio        ,3598.5
AB000029,costo         ,2878.8
AB000029,fecha         ,Wed Jun 01 00:00:00 CST 2011
AB000029,Descripcion   ,Estufa
AB000029,Linea         ,Electrodomesticos
AB000029,CostoPromedio ,2399.0
AB000029,CodigoCliente ,FQ39259
AB000029,NombreCliente ,Accumsan Corporation
AB000029,CodigoTienda  ,T42
AB000029,NombreTienda  ,Tienda 43
AB000029,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000029,Region        ,Norte
AB000029,Departamento  ,Chiquimula
AB000029,CodigoPlanta  ,P8
AB000029,NombrePlanta  ,Planta 8
AB000029,Region_1      ,Sur
AB000029,Departamento_1,San Marcos
AB000029,cantidad      ,10.0
AB000029,precio        ,3598.5
AB000029,costo         ,3058.725
AB000029,fecha         ,Mon Nov 01 00:00:00 CST 2010
AB000030,Descripcion   ,Refrigeradora
AB000030,Linea         ,Electrodomesticos
AB000030,CostoPromedio ,5999.0
AB000030,CodigoCliente ,J126652
AB000030,NombreCliente ,Donna Kinney
AB000030,CodigoTienda  ,T6
AB000030,NombreTienda  ,Tienda 43
AB000030,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000030,Region        ,Norte
AB000030,Departamento  ,Chiquimula
AB000030,CodigoPlanta  ,P10
AB000030,NombrePlanta  ,Planta 1
AB000030,Region_1      ,Norte
AB000030,Departamento_1,Guatemala
AB000030,cantidad      ,15.0
AB000030,precio        ,8998.5
AB000030,costo         ,4679.22
AB000030,fecha         ,Wed Jul 01 00:00:00 CST 2015
AB000030,Descripcion   ,Refrigeradora
AB000030,Linea         ,Electrodomesticos
AB000030,CostoPromedio ,5999.0
AB000030,CodigoCliente ,W884163
AB000030,NombreCliente ,Raya Hogan
AB000030,CodigoTienda  ,T38
AB000030,NombreTienda  ,Tienda 43
AB000030,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000030,Region        ,Norte
AB000030,Departamento  ,Chiquimula
AB000030,CodigoPlanta  ,P8
AB000030,NombrePlanta  ,Planta 8
AB000030,Region_1      ,Sur
AB000030,Departamento_1,San Marcos
AB000030,cantidad      ,5.0
AB000030,precio        ,8998.5
AB000030,costo         ,7288.785
AB000030,fecha         ,Sun May 01 00:00:00 CST 2005
AB000030,Descripcion   ,Refrigeradora
AB000030,Linea         ,Electrodomesticos
AB000030,CostoPromedio ,5999.0
AB000030,CodigoCliente ,E157511
AB000030,NombreCliente ,Carl Schultz
AB000030,CodigoTienda  ,T6
AB000030,NombreTienda  ,Tienda 43
AB000030,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000030,Region        ,Norte
AB000030,Departamento  ,Chiquimula
AB000030,CodigoPlanta  ,P7
AB000030,NombrePlanta  ,Planta 7
AB000030,Region_1      ,Sur
AB000030,Departamento_1,Retalhuleu
AB000030,cantidad      ,4.0
AB000030,precio        ,8998.5
AB000030,costo         ,7918.68
AB000030,fecha         ,Sun Jan 01 00:00:00 CST 2017
AB000030,Descripcion   ,Refrigeradora
AB000030,Linea         ,Electrodomesticos
AB000030,CostoPromedio ,5999.0
AB000030,CodigoCliente ,O771684
AB000030,NombreCliente ,Jeremy Taylor
AB000030,CodigoTienda  ,T9
AB000030,NombreTienda  ,Tienda 43
AB000030,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000030,Region        ,Norte
AB000030,Departamento  ,Chiquimula
AB000030,CodigoPlanta  ,P1
AB000030,NombrePlanta  ,Planta 1
AB000030,Region_1      ,Norte
AB000030,Departamento_1,Guatemala
AB000030,cantidad      ,23.0
AB000030,precio        ,8998.5
AB000030,costo         ,8728.545
AB000030,fecha         ,Sun Aug 01 00:00:00 CST 2010
AB000031,Descripcion   ,Lavadora
AB000031,Linea         ,Electrodomesticos
AB000031,CostoPromedio ,3599.0
AB000031,CodigoCliente ,Z629394
AB000031,NombreCliente ,David Gentry
AB000031,CodigoTienda  ,T3
AB000031,NombreTienda  ,Tienda 43
AB000031,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000031,Region        ,Norte
AB000031,Departamento  ,Chiquimula
AB000031,CodigoPlanta  ,P1
AB000031,NombrePlanta  ,Planta 1
AB000031,Region_1      ,Norte
AB000031,Departamento_1,Guatemala
AB000031,cantidad      ,13.0
AB000031,precio        ,5398.5
AB000031,costo         ,3616.995
AB000031,fecha         ,Mon Aug 01 00:00:00 CST 2016
AB000031,Descripcion   ,Lavadora
AB000031,Linea         ,Electrodomesticos
AB000031,CostoPromedio ,3599.0
AB000031,CodigoCliente ,HE39815
AB000031,NombreCliente ,Nunc Sit Amet Inc.
AB000031,CodigoTienda  ,T7
AB000031,NombreTienda  ,Tienda 43
AB000031,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000031,Region        ,Norte
AB000031,Departamento  ,Chiquimula
AB000031,CodigoPlanta  ,P5
AB000031,NombrePlanta  ,Planta 5
AB000031,Region_1      ,Norte
AB000031,Departamento_1,Petén
AB000031,cantidad      ,13.0
AB000031,precio        ,5398.5
AB000031,costo         ,3347.07
AB000031,fecha         ,Wed Oct 01 00:00:00 CST 2014
AB000032,Descripcion   ,Secadora de ropa
AB000032,Linea         ,Electrodomesticos
AB000032,CostoPromedio ,2840.0
AB000032,CodigoCliente ,T732299
AB000032,NombreCliente ,Alfreda Hester
AB000032,CodigoTienda  ,T26
AB000032,NombreTienda  ,Tienda 42
AB000032,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000032,Region        ,Norte
AB000032,Departamento  ,Jalapa
AB000032,CodigoPlanta  ,P8
AB000032,NombrePlanta  ,Planta 8
AB000032,Region_1      ,Sur
AB000032,Departamento_1,San Marcos
AB000032,cantidad      ,23.0
AB000032,precio        ,4260.0
AB000032,costo         ,3791.4
AB000032,fecha         ,Fri Apr 01 00:00:00 CST 2011
AB000032,Descripcion   ,Secadora de ropa
AB000032,Linea         ,Electrodomesticos
AB000032,CostoPromedio ,2840.0
AB000032,CodigoCliente ,K882178
AB000032,NombreCliente ,Fletcher Washington
AB000032,CodigoTienda  ,T9
AB000032,NombreTienda  ,Tienda 43
AB000032,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000032,Region        ,Norte
AB000032,Departamento  ,Chiquimula
AB000032,CodigoPlanta  ,P9
AB000032,NombrePlanta  ,Planta 9
AB000032,Region_1      ,Norte
AB000032,Departamento_1,Izabal
AB000032,cantidad      ,15.0
AB000032,precio        ,4260.0
AB000032,costo         ,2896.8
AB000032,fecha         ,Sun Apr 01 00:00:00 CST 2007
AB000032,Descripcion   ,Secadora de ropa
AB000032,Linea         ,Electrodomesticos
AB000032,CostoPromedio ,2840.0
AB000032,CodigoCliente ,WX37251
AB000032,NombreCliente ,Pretium Aliquet Metus Incorporated
AB000032,CodigoTienda  ,T2
AB000032,NombreTienda  ,Tienda 22
AB000032,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000032,Region        ,Norte
AB000032,Departamento  ,Baja Verapaz
AB000032,CodigoPlanta  ,P3
AB000032,NombrePlanta  ,Planta 3
AB000032,Region_1      ,Norte
AB000032,Departamento_1,El Progreso
AB000032,cantidad      ,21.0
AB000032,precio        ,4260.0
AB000032,costo         ,2896.8
AB000032,fecha         ,Sun Jan 01 00:00:00 CST 2017
AB000033,Descripcion   ,"Televisor 40"""
AB000033,Linea         ,Electrodomesticos
AB000033,CostoPromedio ,4500.0
AB000033,CodigoCliente ,XA93251
AB000033,NombreCliente ,Sed Dolor Fusce Associates
AB000033,CodigoTienda  ,T28
AB000033,NombreTienda  ,Tienda 42
AB000033,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000033,Region        ,Norte
AB000033,Departamento  ,Jalapa
AB000033,CodigoPlanta  ,P10
AB000033,NombrePlanta  ,Planta 1
AB000033,Region_1      ,Norte
AB000033,Departamento_1,Guatemala
AB000033,cantidad      ,22.0
AB000033,precio        ,6750.0
AB000033,costo         ,5940.0
AB000033,fecha         ,Tue Sep 01 00:00:00 CST 2015
AB000033,Descripcion   ,"Televisor 40"""
AB000033,Linea         ,Electrodomesticos
AB000033,CostoPromedio ,4500.0
AB000033,CodigoCliente ,TN43869
AB000033,NombreCliente ,Lobortis PC
AB000033,CodigoTienda  ,T13
AB000033,NombreTienda  ,Tienda 5
AB000033,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000033,Region        ,Norte
AB000033,Departamento  ,Baja Verapaz
AB000033,CodigoPlanta  ,P8
AB000033,NombrePlanta  ,Planta 8
AB000033,Region_1      ,Sur
AB000033,Departamento_1,San Marcos
AB000033,cantidad      ,20.0
AB000033,precio        ,6750.0
AB000033,costo         ,3645.0
AB000033,fecha         ,Mon Sep 01 00:00:00 CST 2008
AB000033,Descripcion   ,"Televisor 40"""
AB000033,Linea         ,Electrodomesticos
AB000033,CostoPromedio ,4500.0
AB000033,CodigoCliente ,XC43143
AB000033,NombreCliente ,Sem Eget LLP
AB000033,CodigoTienda  ,T27
AB000033,NombreTienda  ,Tienda 42
AB000033,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000033,Region        ,Norte
AB000033,Departamento  ,Jalapa
AB000033,CodigoPlanta  ,P4
AB000033,NombrePlanta  ,Planta 4
AB000033,Region_1      ,Sur
AB000033,Departamento_1,Zacapa
AB000033,cantidad      ,11.0
AB000033,precio        ,6750.0
AB000033,costo         ,4387.5
AB000033,fecha         ,Mon Feb 01 00:00:00 CST 2016
AB000033,Descripcion   ,"Televisor 40"""
AB000033,Linea         ,Electrodomesticos
AB000033,CostoPromedio ,4500.0
AB000033,CodigoCliente ,GY95757
AB000033,NombreCliente ,Sagittis Lobortis Mauris PC
AB000033,CodigoTienda  ,T16
AB000033,NombreTienda  ,Tienda 5
AB000033,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000033,Region        ,Norte
AB000033,Departamento  ,Baja Verapaz
AB000033,CodigoPlanta  ,P6
AB000033,NombrePlanta  ,Planta 6
AB000033,Region_1      ,Occidente
AB000033,Departamento_1,Quetzaltenango
AB000033,cantidad      ,16.0
AB000033,precio        ,6750.0
AB000033,costo         ,3645.0
AB000033,fecha         ,Sun Apr 01 00:00:00 CST 2007
AB000034,Descripcion   ,Minicomponente
AB000034,Linea         ,Electrodomesticos
AB000034,CostoPromedio ,1263.0
AB000034,CodigoCliente ,SV81439
AB000034,NombreCliente ,Vestibulum PC
AB000034,CodigoTienda  ,T14
AB000034,NombreTienda  ,Tienda 5
AB000034,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000034,Region        ,Norte
AB000034,Departamento  ,Baja Verapaz
AB000034,CodigoPlanta  ,P5
AB000034,NombrePlanta  ,Planta 5
AB000034,Region_1      ,Norte
AB000034,Departamento_1,Petén
AB000034,cantidad      ,23.0
AB000034,precio        ,1894.5
AB000034,costo         ,1572.435
AB000034,fecha         ,Thu Oct 01 00:00:00 CST 2009
AB000036,Descripcion   ,Amueblado de comedor
AB000036,Linea         ,Muebles
AB000036,CostoPromedio ,3600.0
AB000036,CodigoCliente ,JT41914
AB000036,NombreCliente ,Morbi Consulting
AB000036,CodigoTienda  ,T14
AB000036,NombreTienda  ,Tienda 5
AB000036,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000036,Region        ,Norte
AB000036,Departamento  ,Baja Verapaz
AB000036,CodigoPlanta  ,P10
AB000036,NombrePlanta  ,Planta 1
AB000036,Region_1      ,Norte
AB000036,Departamento_1,Guatemala
AB000036,cantidad      ,25.0
AB000036,precio        ,5400.0
AB000036,costo         ,3024.0
AB000036,fecha         ,Mon Apr 01 00:00:00 CST 2013
AB000037,Descripcion   ,Cama
AB000037,Linea         ,Muebles
AB000037,CostoPromedio ,4210.0
AB000037,CodigoCliente ,YW27614
AB000037,NombreCliente ,Blandit At LLC
AB000037,CodigoTienda  ,T38
AB000037,NombreTienda  ,Tienda 43
AB000037,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000037,Region        ,Norte
AB000037,Departamento  ,Chiquimula
AB000037,CodigoPlanta  ,P8
AB000037,NombrePlanta  ,Planta 8
AB000037,Region_1      ,Sur
AB000037,Departamento_1,San Marcos
AB000037,cantidad      ,24.0
AB000037,precio        ,6315.0
AB000037,costo         ,3852.15
AB000037,fecha         ,Thu Sep 01 00:00:00 CST 2005
AB000037,Descripcion   ,Cama
AB000037,Linea         ,Muebles
AB000037,CostoPromedio ,4210.0
AB000037,CodigoCliente ,GK73188
AB000037,NombreCliente ,Pede Company
AB000037,CodigoTienda  ,T33
AB000037,NombreTienda  ,Tienda 43
AB000037,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000037,Region        ,Norte
AB000037,Departamento  ,Chiquimula
AB000037,CodigoPlanta  ,P7
AB000037,NombrePlanta  ,Planta 7
AB000037,Region_1      ,Sur
AB000037,Departamento_1,Retalhuleu
AB000037,cantidad      ,3.0
AB000037,precio        ,6315.0
AB000037,costo         ,5999.25
AB000037,fecha         ,Tue Jan 01 00:00:00 CST 2008
AB000038,Descripcion   ,Closet
AB000038,Linea         ,Muebles
AB000038,CostoPromedio ,3599.0
AB000038,CodigoCliente ,K918411
AB000038,NombreCliente ,Ocean Joseph
AB000038,CodigoTienda  ,T30
AB000038,NombreTienda  ,Tienda 43
AB000038,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000038,Region        ,Norte
AB000038,Departamento  ,Chiquimula
AB000038,CodigoPlanta  ,P5
AB000038,NombrePlanta  ,Planta 5
AB000038,Region_1      ,Norte
AB000038,Departamento_1,Petén
AB000038,cantidad      ,8.0
AB000038,precio        ,5398.5
AB000038,costo         ,2861.205
AB000038,fecha         ,Tue Apr 01 00:00:00 CST 2008
