CodigoArticulo,LLAVE,VALUE
AB000025,CostoPromedio ,150                                                                     
AB000025,CodigoCliente ,W559969                                                                 
AB000025,NombreCliente ,Amal Hatfield                                                           
AB000025,CodigoTienda  ,T6                                                                      
AB000025,NombreTienda  ,Tienda 43                                                               
AB000025,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000025,Region        ,Norte                                                                   
AB000025,Departamento  ,Huehuetenango                                                           
AB000025,CodigoPlanta  ,P1                                                                      
AB000025,NombrePlanta  ,Planta 1                                                                
AB000025,Region_1      ,Norte                                                                   
AB000025,Departamento_1,Guatemala                                                               
AB000025,cantidad      ,1                                                                       
AB000025,precio        ,225.0                                                                   
AB000025,costo         ,177.75                                                                  
AB000025,fecha         ,Sun Jul 01 00:00:00 CST 2012                                            
AB000025,Descripcion   ,Pelota de futbol                                                        
AB000025,Linea         ,Deporte                                                                 
AB000025,CostoPromedio ,150                                                                     
AB000025,CodigoCliente ,LE99274                                                                 
AB000025,NombreCliente ,Curabitur Corporation                                                   
AB000025,CodigoTienda  ,T39                                                                     
AB000025,NombreTienda  ,Tienda 43                                                               
AB000025,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000025,Region        ,Norte                                                                   
AB000025,Departamento  ,Huehuetenango                                                           
AB000025,CodigoPlanta  ,P6                                                                      
AB000025,NombrePlanta  ,Planta 6                                                                
AB000025,Region_1      ,Occidente                                                               
AB000025,Departamento_1,Quetzaltenango                                                          
AB000025,cantidad      ,12                                                                      
AB000025,precio        ,225.0                                                                   
AB000025,costo         ,186.75                                                                  
AB000025,fecha         ,Thu Jan 01 00:00:00 CST 2009                                            
AB000025,Descripcion   ,Pelota de futbol                                                        
AB000025,Linea         ,Deporte                                                                 
AB000025,CostoPromedio ,150                                                                     
AB000025,CodigoCliente ,KL32736                                                                 
AB000025,NombreCliente ,Cum Sociis Natoque Consulting                                           
AB000025,CodigoTienda  ,T22                                                                     
AB000025,NombreTienda  ,Tienda 42                                                               
AB000025,Direccion     ,Av. Petapa 51-57 Local 157 C.C. Plaza Atanasio Tzul                     
AB000025,Region        ,Sur                                                                     
AB000025,Departamento  ,Sacatepéquez                                                            
AB000025,CodigoPlanta  ,P3                                                                      
AB000025,NombrePlanta  ,Planta 3                                                                
AB000025,Region_1      ,Norte                                                                   
AB000025,Departamento_1,El Progreso                                                             
AB000025,cantidad      ,11                                                                      
AB000025,precio        ,225.0                                                                   
AB000025,costo         ,114.75                                                                  
AB000025,fecha         ,Sun Dec 01 00:00:00 CST 2013                                            
AB000026,Descripcion   ,Pelota de basketball                                                    
AB000026,Linea         ,Deporte                                                                 
AB000026,CostoPromedio ,169                                                                     
AB000026,CodigoCliente ,W344252                                                                 
AB000026,NombreCliente ,Aaron Salazar                                                           
AB000026,CodigoTienda  ,T7                                                                      
AB000026,NombreTienda  ,Tienda 43                                                               
AB000026,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000026,Region        ,Norte                                                                   
AB000026,Departamento  ,Huehuetenango                                                           
AB000026,CodigoPlanta  ,P3                                                                      
AB000026,NombrePlanta  ,Planta 3                                                                
AB000026,Region_1      ,Norte                                                                   
AB000026,Departamento_1,El Progreso                                                             
AB000026,cantidad      ,25                                                                      
AB000026,precio        ,253.5                                                                   
AB000026,costo         ,167.31                                                                  
AB000026,fecha         ,Wed Sep 01 00:00:00 CST 2010                                            
AB000026,Descripcion   ,Pelota de basketball                                                    
AB000026,Linea         ,Deporte                                                                 
AB000026,CostoPromedio ,169                                                                     
AB000026,CodigoCliente ,U961913                                                                 
AB000026,NombreCliente ,Nita Mcdowell                                                           
AB000026,CodigoTienda  ,T14                                                                     
AB000026,NombreTienda  ,Tienda 5                                                                
AB000026,Direccion     ,6a Av. 20-09 Col. Sn. Francisco                                         
AB000026,Region        ,Sur                                                                     
AB000026,Departamento  ,Sacatepéquez                                                            
AB000026,CodigoPlanta  ,P1                                                                      
AB000026,NombrePlanta  ,Planta 1                                                                
AB000026,Region_1      ,Norte                                                                   
AB000026,Departamento_1,Guatemala                                                               
AB000026,cantidad      ,14                                                                      
AB000026,precio        ,253.5                                                                   
AB000026,costo         ,235.755                                                                 
AB000026,fecha         ,Sat Mar 01 00:00:00 CST 2008                                            
AB000026,Descripcion   ,Pelota de basketball                                                    
AB000026,Linea         ,Deporte                                                                 
AB000026,CostoPromedio ,169                                                                     
AB000026,CodigoCliente ,X138467                                                                 
AB000026,NombreCliente ,Fitzgerald Park                                                         
AB000026,CodigoTienda  ,T23                                                                     
AB000026,NombreTienda  ,Tienda 42                                                               
AB000026,Direccion     ,Av. Petapa 51-57 Local 157 C.C. Plaza Atanasio Tzul                     
AB000026,Region        ,Sur                                                                     
AB000026,Departamento  ,Sacatepéquez                                                            
AB000026,CodigoPlanta  ,P8                                                                      
AB000026,NombrePlanta  ,Planta 8                                                                
AB000026,Region_1      ,Sur                                                                     
AB000026,Departamento_1,San Marcos                                                              
AB000026,cantidad      ,4                                                                       
AB000026,precio        ,253.5                                                                   
AB000026,costo         ,136.89                                                                  
AB000026,fecha         ,Fri Jun 01 00:00:00 CST 2012                                            
AB000026,Descripcion   ,Pelota de basketball                                                    
AB000026,Linea         ,Deporte                                                                 
AB000026,CostoPromedio ,169                                                                     
AB000026,CodigoCliente ,TR98357                                                                 
AB000026,NombreCliente ,Dui Fusce LLC                                                           
AB000026,CodigoTienda  ,T32                                                                     
AB000026,NombreTienda  ,Tienda 43                                                               
AB000026,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000026,Region        ,Norte                                                                   
AB000026,Departamento  ,Huehuetenango                                                           
AB000026,CodigoPlanta  ,P6                                                                      
AB000026,NombrePlanta  ,Planta 6                                                                
AB000026,Region_1      ,Occidente                                                               
AB000026,Departamento_1,Quetzaltenango                                                          
AB000026,cantidad      ,1                                                                       
AB000026,precio        ,253.5                                                                   
AB000026,costo         ,177.45                                                                  
AB000026,fecha         ,Tue Apr 01 00:00:00 CST 2014                                            
AB000026,Descripcion   ,Pelota de basketball                                                    
AB000026,Linea         ,Deporte                                                                 
AB000026,CostoPromedio ,169                                                                     
AB000026,CodigoCliente ,MW63791                                                                 
AB000026,NombreCliente ,Proin LLP                                                               
AB000026,CodigoTienda  ,T33                                                                     
AB000026,NombreTienda  ,Tienda 43                                                               
AB000026,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000026,Region        ,Norte                                                                   
AB000026,Departamento  ,Huehuetenango                                                           
AB000026,CodigoPlanta  ,P9                                                                      
AB000026,NombrePlanta  ,Planta 9                                                                
AB000026,Region_1      ,Norte                                                                   
AB000026,Departamento_1,Izabal                                                                  
AB000026,cantidad      ,7                                                                       
AB000026,precio        ,253.5                                                                   
AB000026,costo         ,152.1                                                                   
AB000026,fecha         ,Tue Jan 01 00:00:00 CST 2008                                            
AB000027,Descripcion   ,Pelota de baseball                                                      
AB000027,Linea         ,Deporte                                                                 
AB000027,CostoPromedio ,140                                                                     
AB000027,CodigoCliente ,LC61454                                                                 
AB000027,NombreCliente ,Id Magna Et LLC                                                         
AB000027,CodigoTienda  ,T24                                                                     
AB000027,NombreTienda  ,Tienda 42                                                               
AB000027,Direccion     ,Av. Petapa 51-57 Local 157 C.C. Plaza Atanasio Tzul                     
AB000027,Region        ,Sur                                                                     
AB000027,Departamento  ,Sacatepéquez                                                            
AB000027,CodigoPlanta  ,P6                                                                      
AB000027,NombrePlanta  ,Planta 6                                                                
AB000027,Region_1      ,Occidente                                                               
AB000027,Departamento_1,Quetzaltenango                                                          
AB000027,cantidad      ,4                                                                       
AB000027,precio        ,210.0                                                                   
AB000027,costo         ,134.4                                                                   
AB000027,fecha         ,Mon Aug 01 00:00:00 CST 2005                                            
AB000028,Descripcion   ,Bate de baseball                                                        
AB000028,Linea         ,Deporte                                                                 
AB000028,CostoPromedio ,180                                                                     
AB000028,CodigoCliente ,C214716                                                                 
AB000028,NombreCliente ,Zoe Walter                                                              
AB000028,CodigoTienda  ,T29                                                                     
AB000028,NombreTienda  ,Tienda 42                                                               
AB000028,Direccion     ,Av. Petapa 51-57 Local 157 C.C. Plaza Atanasio Tzul                     
AB000028,Region        ,Sur                                                                     
AB000028,Departamento  ,Sacatepéquez                                                            
AB000028,CodigoPlanta  ,P3                                                                      
AB000028,NombrePlanta  ,Planta 3                                                                
AB000028,Region_1      ,Norte                                                                   
AB000028,Departamento_1,El Progreso                                                             
AB000028,cantidad      ,10                                                                      
AB000028,precio        ,270.0                                                                   
AB000028,costo         ,256.5                                                                   
AB000028,fecha         ,Sat Oct 01 00:00:00 CST 2016                                            
AB000028,Descripcion   ,Bate de baseball                                                        
AB000028,Linea         ,Deporte                                                                 
AB000028,CostoPromedio ,180                                                                     
AB000028,CodigoCliente ,N292842                                                                 
AB000028,NombreCliente ,Carter Joyner                                                           
AB000028,CodigoTienda  ,T8                                                                      
AB000028,NombreTienda  ,Tienda 43                                                               
AB000028,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000028,Region        ,Norte                                                                   
AB000028,Departamento  ,Huehuetenango                                                           
AB000028,CodigoPlanta  ,P5                                                                      
AB000028,NombrePlanta  ,Planta 5                                                                
AB000028,Region_1      ,Norte                                                                   
AB000028,Departamento_1,Petén                                                                   
AB000028,cantidad      ,2                                                                       
AB000028,precio        ,270.0                                                                   
AB000028,costo         ,202.5                                                                   
AB000028,fecha         ,Fri Dec 01 00:00:00 CST 2006                                            
AB000028,Descripcion   ,Bate de baseball                                                        
AB000028,Linea         ,Deporte                                                                 
AB000028,CostoPromedio ,180                                                                     
AB000028,CodigoCliente ,G295694                                                                 
AB000028,NombreCliente ,Zoe Holland                                                             
AB000028,CodigoTienda  ,T5                                                                      
AB000028,NombreTienda  ,Tienda 43                                                               
AB000028,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000028,Region        ,Norte                                                                   
AB000028,Departamento  ,Huehuetenango                                                           
AB000028,CodigoPlanta  ,P5                                                                      
AB000028,NombrePlanta  ,Planta 5                                                                
AB000028,Region_1      ,Norte                                                                   
AB000028,Departamento_1,Petén                                                                   
AB000028,cantidad      ,22                                                                      
AB000028,precio        ,270.0                                                                   
AB000028,costo         ,143.1                                                                   
AB000028,fecha         ,Wed Sep 01 00:00:00 CST 2010                                            
AB000028,Descripcion   ,Bate de baseball                                                        
AB000028,Linea         ,Deporte                                                                 
AB000028,CostoPromedio ,180                                                                     
AB000028,CodigoCliente ,LB17499                                                                 
AB000028,NombreCliente ,Sed Dictum Ltd                                                          
AB000028,CodigoTienda  ,T11                                                                     
AB000028,NombreTienda  ,Tienda 5                                                                
AB000028,Direccion     ,6a Av. 20-09 Col. Sn. Francisco                                         
AB000028,Region        ,Sur                                                                     
AB000028,Departamento  ,Sacatepéquez                                                            
AB000028,CodigoPlanta  ,P5                                                                      
AB000028,NombrePlanta  ,Planta 5                                                                
AB000028,Region_1      ,Norte                                                                   
AB000028,Departamento_1,Petén                                                                   
AB000028,cantidad      ,11                                                                      
AB000028,precio        ,270.0                                                                   
AB000028,costo         ,253.8                                                                   
AB000028,fecha         ,Fri May 01 00:00:00 CST 2015                                            
AB000029,Descripcion   ,Estufa                                                                  
AB000029,Linea         ,Electrodomesticos                                                       
AB000029,CostoPromedio ,2399                                                                    
AB000029,CodigoCliente ,E683772                                                                 
AB000029,NombreCliente ,Vivian Patrick                                                          
AB000029,CodigoTienda  ,T23                                                                     
AB000029,NombreTienda  ,Tienda 42                                                               
AB000029,Direccion     ,Av. Petapa 51-57 Local 157 C.C. Plaza Atanasio Tzul                     
AB000029,Region        ,Sur                                                                     
AB000029,Departamento  ,Sacatepéquez                                                            
AB000029,CodigoPlanta  ,P4                                                                      
AB000029,NombrePlanta  ,Planta 4                                                                
AB000029,Region_1      ,Sur                                                                     
AB000029,Departamento_1,Zacapa                                                                  
AB000029,cantidad      ,9                                                                       
AB000029,precio        ,3598.5                                                                  
AB000029,costo         ,2303.04                                                                 
AB000029,fecha         ,Sat Mar 01 00:00:00 CST 2008                                            
AB000029,Descripcion   ,Estufa                                                                  
AB000029,Linea         ,Electrodomesticos                                                       
AB000029,CostoPromedio ,2399                                                                    
AB000029,CodigoCliente ,W344699                                                                 
AB000029,NombreCliente ,Quemby Foley                                                            
AB000029,CodigoTienda  ,T20                                                                     
AB000029,NombreTienda  ,Tienda 42                                                               
AB000029,Direccion     ,Av. Petapa 51-57 Local 157 C.C. Plaza Atanasio Tzul                     
AB000029,Region        ,Sur                                                                     
AB000029,Departamento  ,Sacatepéquez                                                            
AB000029,CodigoPlanta  ,P2                                                                      
AB000029,NombrePlanta  ,Planta 2                                                                
AB000029,Region_1      ,Norte                                                                   
AB000029,Departamento_1,Escuintla                                                               
AB000029,cantidad      ,10                                                                      
AB000029,precio        ,3598.5                                                                  
AB000029,costo         ,2590.92                                                                 
AB000029,fecha         ,Sat Nov 01 00:00:00 CST 2008                                            
AB000029,Descripcion   ,Estufa                                                                  
AB000029,Linea         ,Electrodomesticos                                                       
AB000029,CostoPromedio ,2399                                                                    
AB000029,CodigoCliente ,FU49931                                                                 
AB000029,NombreCliente ,Nam Tempor Company                                                      
AB000029,CodigoTienda  ,T9                                                                      
AB000029,NombreTienda  ,Tienda 43                                                               
AB000029,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000029,Region        ,Norte                                                                   
AB000029,Departamento  ,Huehuetenango                                                           
AB000029,CodigoPlanta  ,P2                                                                      
AB000029,NombrePlanta  ,Planta 2                                                                
AB000029,Region_1      ,Norte                                                                   
AB000029,Departamento_1,Escuintla                                                               
AB000029,cantidad      ,6                                                                       
AB000029,precio        ,3598.5                                                                  
AB000029,costo         ,3166.68                                                                 
AB000029,fecha         ,Wed Mar 01 00:00:00 CST 2017                                            
AB000030,Descripcion   ,Refrigeradora                                                           
AB000030,Linea         ,Electrodomesticos                                                       
AB000030,CostoPromedio ,5999                                                                    
AB000030,CodigoCliente ,QD37241                                                                 
AB000030,NombreCliente ,Integer Tincidunt Aliquam Inc.                                          
AB000030,CodigoTienda  ,T35                                                                     
AB000030,NombreTienda  ,Tienda 43                                                               
AB000030,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000030,Region        ,Norte                                                                   
AB000030,Departamento  ,Huehuetenango                                                           
AB000030,CodigoPlanta  ,P7                                                                      
AB000030,NombrePlanta  ,Planta 7                                                                
AB000030,Region_1      ,Sur                                                                     
AB000030,Departamento_1,Retalhuleu                                                              
AB000030,cantidad      ,6                                                                       
AB000030,precio        ,8998.5                                                                  
AB000030,costo         ,6118.98                                                                 
AB000030,fecha         ,Thu Feb 01 00:00:00 CST 2007                                            
AB000031,Descripcion   ,Lavadora                                                                
AB000031,Linea         ,Electrodomesticos                                                       
AB000031,CostoPromedio ,3599                                                                    
AB000031,CodigoCliente ,FS69939                                                                 
AB000031,NombreCliente ,Ipsum Corporation                                                       
AB000031,CodigoTienda  ,T27                                                                     
AB000031,NombreTienda  ,Tienda 42                                                               
AB000031,Direccion     ,Av. Petapa 51-57 Local 157 C.C. Plaza Atanasio Tzul                     
AB000031,Region        ,Sur                                                                     
AB000031,Departamento  ,Sacatepéquez                                                            
AB000031,CodigoPlanta  ,P1                                                                      
AB000031,NombrePlanta  ,Planta 1                                                                
AB000031,Region_1      ,Norte                                                                   
AB000031,Departamento_1,Guatemala                                                               
AB000031,cantidad      ,25                                                                      
AB000031,precio        ,5398.5                                                                  
AB000031,costo         ,4048.875                                                                
AB000031,fecha         ,Sun May 01 00:00:00 CST 2011                                            
AB000031,Descripcion   ,Lavadora                                                                
AB000031,Linea         ,Electrodomesticos                                                       
AB000031,CostoPromedio ,3599                                                                    
AB000031,CodigoCliente ,FX58525                                                                 
AB000031,NombreCliente ,Nunc Consulting                                                         
AB000031,CodigoTienda  ,T40                                                                     
AB000031,NombreTienda  ,Tienda 43                                                               
AB000031,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000031,Region        ,Norte                                                                   
AB000031,Departamento  ,Huehuetenango                                                           
AB000031,CodigoPlanta  ,P7                                                                      
AB000031,NombrePlanta  ,Planta 7                                                                
AB000031,Region_1      ,Sur                                                                     
AB000031,Departamento_1,Retalhuleu                                                              
AB000031,cantidad      ,15                                                                      
AB000031,precio        ,5398.5                                                                  
AB000031,costo         ,3670.98                                                                 
AB000031,fecha         ,Mon Jul 01 00:00:00 CST 2013                                            
AB000031,Descripcion   ,Lavadora                                                                
AB000031,Linea         ,Electrodomesticos                                                       
AB000031,CostoPromedio ,3599                                                                    
AB000031,CodigoCliente ,FF93811                                                                 
AB000031,NombreCliente ,Elit Fermentum Risus Foundation                                         
AB000031,CodigoTienda  ,T41                                                                     
AB000031,NombreTienda  ,Tienda 43                                                               
AB000031,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000031,Region        ,Norte                                                                   
AB000031,Departamento  ,Huehuetenango                                                           
AB000031,CodigoPlanta  ,P10                                                                     
AB000031,NombrePlanta  ,Planta 1                                                                
AB000031,Region_1      ,Norte                                                                   
AB000031,Departamento_1,Guatemala                                                               
AB000031,cantidad      ,3                                                                       
AB000031,precio        ,5398.5                                                                  
AB000031,costo         ,4264.815                                                                
AB000031,fecha         ,Sun May 01 00:00:00 CST 2005                                            
AB000032,Descripcion   ,Secadora de ropa                                                        
AB000032,Linea         ,Electrodomesticos                                                       
AB000032,CostoPromedio ,2840                                                                    
AB000032,CodigoCliente ,Y163896                                                                 
AB000032,NombreCliente ,Lyle Joseph                                                             
AB000032,CodigoTienda  ,T35                                                                     
AB000032,NombreTienda  ,Tienda 43                                                               
AB000032,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000032,Region        ,Norte                                                                   
AB000032,Departamento  ,Huehuetenango                                                           
AB000032,CodigoPlanta  ,P4                                                                      
AB000032,NombrePlanta  ,Planta 4                                                                
AB000032,Region_1      ,Sur                                                                     
AB000032,Departamento_1,Zacapa                                                                  
AB000032,cantidad      ,3                                                                       
AB000032,precio        ,4260.0                                                                  
AB000032,costo         ,2939.4                                                                  
AB000032,fecha         ,Sat Oct 01 00:00:00 CST 2005                                            
AB000032,Descripcion   ,Secadora de ropa                                                        
AB000032,Linea         ,Electrodomesticos                                                       
AB000032,CostoPromedio ,2840                                                                    
AB000032,CodigoCliente ,N813247                                                                 
AB000032,NombreCliente ,Cheryl Frederick                                                        
AB000032,CodigoTienda  ,T11                                                                     
AB000032,NombreTienda  ,Tienda 5                                                                
AB000032,Direccion     ,6a Av. 20-09 Col. Sn. Francisco                                         
AB000032,Region        ,Sur                                                                     
AB000032,Departamento  ,Sacatepéquez                                                            
AB000032,CodigoPlanta  ,P2                                                                      
AB000032,NombrePlanta  ,Planta 2                                                                
AB000032,Region_1      ,Norte                                                                   
AB000032,Departamento_1,Escuintla                                                               
AB000032,cantidad      ,10                                                                      
AB000032,precio        ,4260.0                                                                  
AB000032,costo         ,3535.8                                                                  
AB000032,fecha         ,Wed May 01 00:00:00 CST 2013                                            
AB000032,Descripcion   ,Secadora de ropa                                                        
AB000032,Linea         ,Electrodomesticos                                                       
AB000032,CostoPromedio ,2840                                                                    
AB000032,CodigoCliente ,LF82249                                                                 
AB000032,NombreCliente ,Quam A LLP                                                              
AB000032,CodigoTienda  ,T13                                                                     
AB000032,NombreTienda  ,Tienda 5                                                                
AB000032,Direccion     ,6a Av. 20-09 Col. Sn. Francisco                                         
AB000032,Region        ,Sur                                                                     
AB000032,Departamento  ,Sacatepéquez                                                            
AB000032,CodigoPlanta  ,P1                                                                      
AB000032,NombrePlanta  ,Planta 1                                                                
AB000032,Region_1      ,Norte                                                                   
AB000032,Departamento_1,Guatemala                                                               
AB000032,cantidad      ,7                                                                       
AB000032,precio        ,4260.0                                                                  
AB000032,costo         ,3280.2                                                                  
AB000032,fecha         ,Thu Jul 01 00:00:00 CST 2010                                            
AB000032,Descripcion   ,Secadora de ropa                                                        
AB000032,Linea         ,Electrodomesticos                                                       
AB000032,CostoPromedio ,2840                                                                    
AB000032,CodigoCliente ,VV53934                                                                 
AB000032,NombreCliente ,Iaculis Lacus Pede Corp.                                                
AB000032,CodigoTienda  ,T31                                                                     
AB000032,NombreTienda  ,Tienda 43                                                               
AB000032,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000032,Region        ,Norte                                                                   
AB000032,Departamento  ,Huehuetenango                                                           
AB000032,CodigoPlanta  ,P3                                                                      
AB000032,NombrePlanta  ,Planta 3                                                                
AB000032,Region_1      ,Norte                                                                   
AB000032,Departamento_1,El Progreso                                                             
AB000032,cantidad      ,23                                                                      
AB000032,precio        ,4260.0                                                                  
AB000032,costo         ,4132.2                                                                  
AB000032,fecha         ,Wed Sep 01 00:00:00 CST 2010                                            
AB000033,Descripcion   ,"Televisor 40""""                                                          "
AB000033,Linea         ,Electrodomesticos                                                       
AB000033,CostoPromedio ,4500                                                                    
AB000033,CodigoCliente ,BH46389                                                                 
AB000033,NombreCliente ,Augue Consulting                                                        
AB000033,CodigoTienda  ,T22                                                                     
AB000033,NombreTienda  ,Tienda 42                                                               
AB000033,Direccion     ,Av. Petapa 51-57 Local 157 C.C. Plaza Atanasio Tzul                     
AB000033,Region        ,Sur                                                                     
AB000033,Departamento  ,Sacatepéquez                                                            
AB000033,CodigoPlanta  ,P4                                                                      
AB000033,NombrePlanta  ,Planta 4                                                                
AB000033,Region_1      ,Sur                                                                     
AB000033,Departamento_1,Zacapa                                                                  
AB000033,cantidad      ,10                                                                      
AB000033,precio        ,6750.0                                                                  
AB000033,costo         ,6277.5                                                                  
AB000033,fecha         ,Sun Mar 01 00:00:00 CST 2015                                            
AB000034,Descripcion   ,Minicomponente                                                          
AB000034,Linea         ,Electrodomesticos                                                       
AB000034,CostoPromedio ,1263                                                                    
AB000034,CodigoCliente ,T489744                                                                 
AB000034,NombreCliente ,Rafael Hale                                                             
AB000034,CodigoTienda  ,T12                                                                     
AB000034,NombreTienda  ,Tienda 5                                                                
AB000034,Direccion     ,6a Av. 20-09 Col. Sn. Francisco                                         
AB000034,Region        ,Sur                                                                     
AB000034,Departamento  ,Sacatepéquez                                                            
AB000034,CodigoPlanta  ,P9                                                                      
AB000034,NombrePlanta  ,Planta 9                                                                
AB000034,Region_1      ,Norte                                                                   
AB000034,Departamento_1,Izabal                                                                  
AB000034,cantidad      ,15                                                                      
AB000034,precio        ,1894.5                                                                  
